,nominal_temperature,boundary_conditions
3519,86,"[25, 25, 25, 25, 90, 90, 90, 90, 81, 81, 81, 81, 9, 9, 9, 9, 85, 85, 85, 85, 53, 53, 53, 53, 49, 49, 49, 49, 88, 88, 88, 88, 55, 55, 55, 55]"
3520,91,"[81, 81, 81, 81, 40, 40, 40, 40, 39, 39, 39, 39, 57, 57, 57, 57, 88, 88, 88, 88, 11, 11, 11, 11, 15, 15, 15, 15, 40, 40, 40, 40, 15, 15, 15, 15]"
3521,13,"[9, 9, 9, 9, 74, 74, 74, 74, 26, 26, 26, 26, 18, 18, 18, 18, 75, 75, 75, 75, 80, 80, 80, 80, 66, 66, 66, 66, 35, 35, 35, 35, 34, 34, 34, 34]"
3522,20,"[36, 36, 36, 36, 97, 97, 97, 97, 75, 75, 75, 75, 16, 16, 16, 16, 83, 83, 83, 83, 3, 3, 3, 3, 58, 58, 58, 58, 23, 23, 23, 23, 58, 58, 58, 58]"
3523,66,"[38, 38, 38, 38, 84, 84, 84, 84, 14, 14, 14, 14, 19, 19, 19, 19, 98, 98, 98, 98, 54, 54, 54, 54, 100, 100, 100, 100, 45, 45, 45, 45, 57, 57, 57, 57]"
3524,50,"[34, 34, 34, 34, 49, 49, 49, 49, 11, 11, 11, 11, 77, 77, 77, 77, 53, 53, 53, 53, 70, 70, 70, 70, 22, 22, 22, 22, 92, 92, 92, 92, 65, 65, 65, 65]"
3525,8,"[97, 97, 97, 97, 86, 86, 86, 86, 78, 78, 78, 78, 51, 51, 51, 51, 32, 32, 32, 32, 30, 30, 30, 30, 30, 30, 30, 30, 12, 12, 12, 12, 6, 6, 6, 6]"
3526,72,"[21, 21, 21, 21, 99, 99, 99, 99, 51, 51, 51, 51, 10, 10, 10, 10, 57, 57, 57, 57, 9, 9, 9, 9, 53, 53, 53, 53, 24, 24, 24, 24, 48, 48, 48, 48]"
3527,72,"[64, 64, 64, 64, 61, 61, 61, 61, 45, 45, 45, 45, 72, 72, 72, 72, 96, 96, 96, 96, 97, 97, 97, 97, 60, 60, 60, 60, 62, 62, 62, 62, 12, 12, 12, 12]"
3528,30,"[64, 64, 64, 64, 97, 97, 97, 97, 80, 80, 80, 80, 91, 91, 91, 91, 31, 31, 31, 31, 24, 24, 24, 24, 10, 10, 10, 10, 84, 84, 84, 84, 17, 17, 17, 17]"
3529,7,"[95, 95, 95, 95, 89, 89, 89, 89, 49, 49, 49, 49, 83, 83, 83, 83, 66, 66, 66, 66, 27, 27, 27, 27, 89, 89, 89, 89, 2, 2, 2, 2, 95, 95, 95, 95]"
3530,90,"[52, 52, 52, 52, 22, 22, 22, 22, 0, 0, 0, 0, 71, 71, 71, 71, 98, 98, 98, 98, 18, 18, 18, 18, 44, 44, 44, 44, 61, 61, 61, 61, 0, 0, 0, 0]"
3531,98,"[89, 89, 89, 89, 26, 26, 26, 26, 88, 88, 88, 88, 69, 69, 69, 69, 85, 85, 85, 85, 19, 19, 19, 19, 46, 46, 46, 46, 7, 7, 7, 7, 20, 20, 20, 20]"
3532,96,"[27, 27, 27, 27, 93, 93, 93, 93, 25, 25, 25, 25, 31, 31, 31, 31, 52, 52, 52, 52, 73, 73, 73, 73, 64, 64, 64, 64, 22, 22, 22, 22, 46, 46, 46, 46]"
3533,81,"[0, 0, 0, 0, 4, 4, 4, 4, 82, 82, 82, 82, 5, 5, 5, 5, 18, 18, 18, 18, 79, 79, 79, 79, 59, 59, 59, 59, 18, 18, 18, 18, 52, 52, 52, 52]"
3534,96,"[27, 27, 27, 27, 76, 76, 76, 76, 90, 90, 90, 90, 31, 31, 31, 31, 47, 47, 47, 47, 28, 28, 28, 28, 24, 24, 24, 24, 36, 36, 36, 36, 27, 27, 27, 27]"
3535,18,"[71, 71, 71, 71, 36, 36, 36, 36, 4, 4, 4, 4, 21, 21, 21, 21, 1, 1, 1, 1, 70, 70, 70, 70, 35, 35, 35, 35, 41, 41, 41, 41, 17, 17, 17, 17]"
3536,84,"[94, 94, 94, 94, 95, 95, 95, 95, 95, 95, 95, 95, 26, 26, 26, 26, 14, 14, 14, 14, 88, 88, 88, 88, 97, 97, 97, 97, 62, 62, 62, 62, 27, 27, 27, 27]"
3537,26,"[22, 22, 22, 22, 16, 16, 16, 16, 88, 88, 88, 88, 95, 95, 95, 95, 71, 71, 71, 71, 93, 93, 93, 93, 1, 1, 1, 1, 89, 89, 89, 89, 34, 34, 34, 34]"
3538,70,"[50, 50, 50, 50, 12, 12, 12, 12, 93, 93, 93, 93, 9, 9, 9, 9, 71, 71, 71, 71, 18, 18, 18, 18, 82, 82, 82, 82, 46, 46, 46, 46, 3, 3, 3, 3]"
3539,45,"[61, 61, 61, 61, 87, 87, 87, 87, 45, 45, 45, 45, 85, 85, 85, 85, 24, 24, 24, 24, 25, 25, 25, 25, 90, 90, 90, 90, 34, 34, 34, 34, 6, 6, 6, 6]"
3540,62,"[14, 14, 14, 14, 7, 7, 7, 7, 74, 74, 74, 74, 5, 5, 5, 5, 43, 43, 43, 43, 9, 9, 9, 9, 77, 77, 77, 77, 20, 20, 20, 20, 78, 78, 78, 78]"
3541,50,"[66, 66, 66, 66, 71, 71, 71, 71, 39, 39, 39, 39, 22, 22, 22, 22, 40, 40, 40, 40, 63, 63, 63, 63, 13, 13, 13, 13, 28, 28, 28, 28, 56, 56, 56, 56]"
3542,90,"[63, 63, 63, 63, 40, 40, 40, 40, 31, 31, 31, 31, 51, 51, 51, 51, 20, 20, 20, 20, 52, 52, 52, 52, 24, 24, 24, 24, 88, 88, 88, 88, 75, 75, 75, 75]"
3543,10,"[8, 8, 8, 8, 29, 29, 29, 29, 68, 68, 68, 68, 88, 88, 88, 88, 1, 1, 1, 1, 6, 6, 6, 6, 36, 36, 36, 36, 88, 88, 88, 88, 14, 14, 14, 14]"
3544,92,"[80, 80, 80, 80, 17, 17, 17, 17, 27, 27, 27, 27, 52, 52, 52, 52, 77, 77, 77, 77, 82, 82, 82, 82, 45, 45, 45, 45, 90, 90, 90, 90, 92, 92, 92, 92]"
3545,86,"[91, 91, 91, 91, 59, 59, 59, 59, 23, 23, 23, 23, 79, 79, 79, 79, 6, 6, 6, 6, 43, 43, 43, 43, 45, 45, 45, 45, 69, 69, 69, 69, 17, 17, 17, 17]"
3546,93,"[13, 13, 13, 13, 51, 51, 51, 51, 6, 6, 6, 6, 5, 5, 5, 5, 59, 59, 59, 59, 44, 44, 44, 44, 44, 44, 44, 44, 77, 77, 77, 77, 25, 25, 25, 25]"
3547,6,"[8, 8, 8, 8, 21, 21, 21, 21, 89, 89, 89, 89, 41, 41, 41, 41, 56, 56, 56, 56, 45, 45, 45, 45, 24, 24, 24, 24, 72, 72, 72, 72, 38, 38, 38, 38]"
3548,18,"[2, 2, 2, 2, 44, 44, 44, 44, 52, 52, 52, 52, 62, 62, 62, 62, 43, 43, 43, 43, 56, 56, 56, 56, 73, 73, 73, 73, 68, 68, 68, 68, 90, 90, 90, 90]"
3549,20,"[82, 82, 82, 82, 79, 79, 79, 79, 76, 76, 76, 76, 84, 84, 84, 84, 74, 74, 74, 74, 40, 40, 40, 40, 33, 33, 33, 33, 67, 67, 67, 67, 95, 95, 95, 95]"
3550,11,"[43, 43, 43, 43, 9, 9, 9, 9, 61, 61, 61, 61, 31, 31, 31, 31, 55, 55, 55, 55, 48, 48, 48, 48, 41, 41, 41, 41, 60, 60, 60, 60, 78, 78, 78, 78]"
3551,14,"[77, 77, 77, 77, 51, 51, 51, 51, 69, 69, 69, 69, 86, 86, 86, 86, 16, 16, 16, 16, 37, 37, 37, 37, 8, 8, 8, 8, 100, 100, 100, 100, 4, 4, 4, 4]"
3552,25,"[51, 51, 51, 51, 86, 86, 86, 86, 10, 10, 10, 10, 22, 22, 22, 22, 82, 82, 82, 82, 7, 7, 7, 7, 1, 1, 1, 1, 10, 10, 10, 10, 68, 68, 68, 68]"
3553,97,"[33, 33, 33, 33, 32, 32, 32, 32, 5, 5, 5, 5, 42, 42, 42, 42, 62, 62, 62, 62, 23, 23, 23, 23, 21, 21, 21, 21, 57, 57, 57, 57, 50, 50, 50, 50]"
3554,48,"[86, 86, 86, 86, 86, 86, 86, 86, 1, 1, 1, 1, 6, 6, 6, 6, 45, 45, 45, 45, 34, 34, 34, 34, 80, 80, 80, 80, 47, 47, 47, 47, 40, 40, 40, 40]"
3555,74,"[94, 94, 94, 94, 86, 86, 86, 86, 26, 26, 26, 26, 4, 4, 4, 4, 56, 56, 56, 56, 58, 58, 58, 58, 34, 34, 34, 34, 72, 72, 72, 72, 36, 36, 36, 36]"
3556,17,"[29, 29, 29, 29, 9, 9, 9, 9, 81, 81, 81, 81, 21, 21, 21, 21, 53, 53, 53, 53, 92, 92, 92, 92, 29, 29, 29, 29, 44, 44, 44, 44, 67, 67, 67, 67]"
3557,90,"[5, 5, 5, 5, 70, 70, 70, 70, 74, 74, 74, 74, 65, 65, 65, 65, 43, 43, 43, 43, 27, 27, 27, 27, 100, 100, 100, 100, 62, 62, 62, 62, 31, 31, 31, 31]"
3558,22,"[97, 97, 97, 97, 48, 48, 48, 48, 67, 67, 67, 67, 73, 73, 73, 73, 58, 58, 58, 58, 32, 32, 32, 32, 12, 12, 12, 12, 21, 21, 21, 21, 35, 35, 35, 35]"
3559,88,"[49, 49, 49, 49, 18, 18, 18, 18, 65, 65, 65, 65, 79, 79, 79, 79, 32, 32, 32, 32, 44, 44, 44, 44, 59, 59, 59, 59, 86, 86, 86, 86, 88, 88, 88, 88]"
3560,85,"[9, 9, 9, 9, 73, 73, 73, 73, 7, 7, 7, 7, 77, 77, 77, 77, 64, 64, 64, 64, 12, 12, 12, 12, 100, 100, 100, 100, 26, 26, 26, 26, 86, 86, 86, 86]"
3561,14,"[72, 72, 72, 72, 24, 24, 24, 24, 62, 62, 62, 62, 87, 87, 87, 87, 54, 54, 54, 54, 13, 13, 13, 13, 55, 55, 55, 55, 16, 16, 16, 16, 23, 23, 23, 23]"
3562,40,"[57, 57, 57, 57, 87, 87, 87, 87, 69, 69, 69, 69, 54, 54, 54, 54, 54, 54, 54, 54, 30, 30, 30, 30, 84, 84, 84, 84, 91, 91, 91, 91, 22, 22, 22, 22]"
3563,45,"[96, 96, 96, 96, 99, 99, 99, 99, 91, 91, 91, 91, 62, 62, 62, 62, 54, 54, 54, 54, 76, 76, 76, 76, 23, 23, 23, 23, 51, 51, 51, 51, 21, 21, 21, 21]"
3564,71,"[42, 42, 42, 42, 39, 39, 39, 39, 8, 8, 8, 8, 73, 73, 73, 73, 82, 82, 82, 82, 90, 90, 90, 90, 42, 42, 42, 42, 87, 87, 87, 87, 50, 50, 50, 50]"
3565,57,"[52, 52, 52, 52, 25, 25, 25, 25, 20, 20, 20, 20, 67, 67, 67, 67, 43, 43, 43, 43, 55, 55, 55, 55, 25, 25, 25, 25, 24, 24, 24, 24, 0, 0, 0, 0]"
3566,25,"[86, 86, 86, 86, 61, 61, 61, 61, 95, 95, 95, 95, 97, 97, 97, 97, 30, 30, 30, 30, 80, 80, 80, 80, 27, 27, 27, 27, 54, 54, 54, 54, 32, 32, 32, 32]"
3567,6,"[33, 33, 33, 33, 6, 6, 6, 6, 65, 65, 65, 65, 57, 57, 57, 57, 70, 70, 70, 70, 72, 72, 72, 72, 37, 37, 37, 37, 43, 43, 43, 43, 67, 67, 67, 67]"
3568,75,"[21, 21, 21, 21, 68, 68, 68, 68, 48, 48, 48, 48, 19, 19, 19, 19, 71, 71, 71, 71, 85, 85, 85, 85, 70, 70, 70, 70, 87, 87, 87, 87, 6, 6, 6, 6]"
3569,99,"[11, 11, 11, 11, 52, 52, 52, 52, 54, 54, 54, 54, 74, 74, 74, 74, 21, 21, 21, 21, 48, 48, 48, 48, 8, 8, 8, 8, 50, 50, 50, 50, 45, 45, 45, 45]"
3570,41,"[82, 82, 82, 82, 11, 11, 11, 11, 12, 12, 12, 12, 87, 87, 87, 87, 35, 35, 35, 35, 17, 17, 17, 17, 67, 67, 67, 67, 24, 24, 24, 24, 0, 0, 0, 0]"
3571,2,"[88, 88, 88, 88, 34, 34, 34, 34, 46, 46, 46, 46, 51, 51, 51, 51, 5, 5, 5, 5, 53, 53, 53, 53, 55, 55, 55, 55, 88, 88, 88, 88, 62, 62, 62, 62]"
3572,82,"[31, 31, 31, 31, 52, 52, 52, 52, 1, 1, 1, 1, 95, 95, 95, 95, 2, 2, 2, 2, 53, 53, 53, 53, 64, 64, 64, 64, 11, 11, 11, 11, 61, 61, 61, 61]"
3573,1,"[37, 37, 37, 37, 71, 71, 71, 71, 9, 9, 9, 9, 32, 32, 32, 32, 43, 43, 43, 43, 98, 98, 98, 98, 71, 71, 71, 71, 86, 86, 86, 86, 22, 22, 22, 22]"
3574,100,"[74, 74, 74, 74, 28, 28, 28, 28, 94, 94, 94, 94, 80, 80, 80, 80, 73, 73, 73, 73, 23, 23, 23, 23, 77, 77, 77, 77, 34, 34, 34, 34, 29, 29, 29, 29]"
3575,15,"[70, 70, 70, 70, 95, 95, 95, 95, 20, 20, 20, 20, 15, 15, 15, 15, 54, 54, 54, 54, 42, 42, 42, 42, 85, 85, 85, 85, 74, 74, 74, 74, 62, 62, 62, 62]"
3576,6,"[15, 15, 15, 15, 93, 93, 93, 93, 58, 58, 58, 58, 50, 50, 50, 50, 77, 77, 77, 77, 20, 20, 20, 20, 72, 72, 72, 72, 66, 66, 66, 66, 66, 66, 66, 66]"
3577,47,"[83, 83, 83, 83, 31, 31, 31, 31, 9, 9, 9, 9, 87, 87, 87, 87, 99, 99, 99, 99, 8, 8, 8, 8, 94, 94, 94, 94, 94, 94, 94, 94, 51, 51, 51, 51]"
3578,7,"[78, 78, 78, 78, 96, 96, 96, 96, 52, 52, 52, 52, 53, 53, 53, 53, 26, 26, 26, 26, 49, 49, 49, 49, 58, 58, 58, 58, 48, 48, 48, 48, 59, 59, 59, 59]"
3579,45,"[71, 71, 71, 71, 81, 81, 81, 81, 20, 20, 20, 20, 28, 28, 28, 28, 91, 91, 91, 91, 31, 31, 31, 31, 37, 37, 37, 37, 92, 92, 92, 92, 41, 41, 41, 41]"
3580,81,"[63, 63, 63, 63, 61, 61, 61, 61, 17, 17, 17, 17, 84, 84, 84, 84, 7, 7, 7, 7, 14, 14, 14, 14, 28, 28, 28, 28, 6, 6, 6, 6, 38, 38, 38, 38]"
3581,89,"[76, 76, 76, 76, 25, 25, 25, 25, 38, 38, 38, 38, 40, 40, 40, 40, 1, 1, 1, 1, 74, 74, 74, 74, 90, 90, 90, 90, 33, 33, 33, 33, 5, 5, 5, 5]"
3582,98,"[66, 66, 66, 66, 25, 25, 25, 25, 15, 15, 15, 15, 83, 83, 83, 83, 27, 27, 27, 27, 73, 73, 73, 73, 76, 76, 76, 76, 49, 49, 49, 49, 41, 41, 41, 41]"
3583,71,"[23, 23, 23, 23, 38, 38, 38, 38, 56, 56, 56, 56, 2, 2, 2, 2, 55, 55, 55, 55, 8, 8, 8, 8, 59, 59, 59, 59, 6, 6, 6, 6, 99, 99, 99, 99]"
3584,60,"[68, 68, 68, 68, 73, 73, 73, 73, 91, 91, 91, 91, 42, 42, 42, 42, 69, 69, 69, 69, 63, 63, 63, 63, 85, 85, 85, 85, 18, 18, 18, 18, 77, 77, 77, 77]"
3585,85,"[68, 68, 68, 68, 18, 18, 18, 18, 60, 60, 60, 60, 80, 80, 80, 80, 14, 14, 14, 14, 67, 67, 67, 67, 0, 0, 0, 0, 47, 47, 47, 47, 30, 30, 30, 30]"
3586,62,"[93, 93, 93, 93, 94, 94, 94, 94, 83, 83, 83, 83, 85, 85, 85, 85, 28, 28, 28, 28, 67, 67, 67, 67, 55, 55, 55, 55, 88, 88, 88, 88, 42, 42, 42, 42]"
3587,80,"[2, 2, 2, 2, 4, 4, 4, 4, 16, 16, 16, 16, 72, 72, 72, 72, 97, 97, 97, 97, 89, 89, 89, 89, 7, 7, 7, 7, 26, 26, 26, 26, 34, 34, 34, 34]"
3588,37,"[72, 72, 72, 72, 13, 13, 13, 13, 84, 84, 84, 84, 99, 99, 99, 99, 46, 46, 46, 46, 62, 62, 62, 62, 3, 3, 3, 3, 75, 75, 75, 75, 81, 81, 81, 81]"
3589,6,"[88, 88, 88, 88, 83, 83, 83, 83, 92, 92, 92, 92, 61, 61, 61, 61, 41, 41, 41, 41, 60, 60, 60, 60, 25, 25, 25, 25, 11, 11, 11, 11, 25, 25, 25, 25]"
3590,23,"[33, 33, 33, 33, 77, 77, 77, 77, 45, 45, 45, 45, 28, 28, 28, 28, 48, 48, 48, 48, 52, 52, 52, 52, 55, 55, 55, 55, 12, 12, 12, 12, 46, 46, 46, 46]"
3591,57,"[3, 3, 3, 3, 28, 28, 28, 28, 21, 21, 21, 21, 45, 45, 45, 45, 21, 21, 21, 21, 14, 14, 14, 14, 9, 9, 9, 9, 89, 89, 89, 89, 52, 52, 52, 52]"
3592,70,"[17, 17, 17, 17, 15, 15, 15, 15, 59, 59, 59, 59, 26, 26, 26, 26, 94, 94, 94, 94, 89, 89, 89, 89, 77, 77, 77, 77, 17, 17, 17, 17, 26, 26, 26, 26]"
3593,5,"[68, 68, 68, 68, 25, 25, 25, 25, 45, 45, 45, 45, 3, 3, 3, 3, 87, 87, 87, 87, 79, 79, 79, 79, 19, 19, 19, 19, 79, 79, 79, 79, 86, 86, 86, 86]"
3594,28,"[60, 60, 60, 60, 40, 40, 40, 40, 46, 46, 46, 46, 7, 7, 7, 7, 11, 11, 11, 11, 12, 12, 12, 12, 84, 84, 84, 84, 17, 17, 17, 17, 74, 74, 74, 74]"
3595,29,"[90, 90, 90, 90, 85, 85, 85, 85, 70, 70, 70, 70, 29, 29, 29, 29, 88, 88, 88, 88, 63, 63, 63, 63, 45, 45, 45, 45, 77, 77, 77, 77, 19, 19, 19, 19]"
3596,24,"[96, 96, 96, 96, 35, 35, 35, 35, 60, 60, 60, 60, 86, 86, 86, 86, 32, 32, 32, 32, 96, 96, 96, 96, 42, 42, 42, 42, 92, 92, 92, 92, 49, 49, 49, 49]"
3597,58,"[50, 50, 50, 50, 34, 34, 34, 34, 55, 55, 55, 55, 67, 67, 67, 67, 91, 91, 91, 91, 64, 64, 64, 64, 25, 25, 25, 25, 94, 94, 94, 94, 81, 81, 81, 81]"
3598,30,"[74, 74, 74, 74, 50, 50, 50, 50, 81, 81, 81, 81, 90, 90, 90, 90, 44, 44, 44, 44, 54, 54, 54, 54, 4, 4, 4, 4, 4, 4, 4, 4, 10, 10, 10, 10]"
3599,80,"[74, 74, 74, 74, 36, 36, 36, 36, 56, 56, 56, 56, 20, 20, 20, 20, 99, 99, 99, 99, 28, 28, 28, 28, 91, 91, 91, 91, 21, 21, 21, 21, 85, 85, 85, 85]"
3600,83,"[25, 25, 25, 25, 23, 23, 23, 23, 12, 12, 12, 12, 31, 31, 31, 31, 25, 25, 25, 25, 89, 89, 89, 89, 45, 45, 45, 45, 46, 46, 46, 46, 12, 12, 12, 12]"
3601,75,"[9, 9, 9, 9, 26, 26, 26, 26, 69, 69, 69, 69, 7, 7, 7, 7, 23, 23, 23, 23, 5, 5, 5, 5, 42, 42, 42, 42, 70, 70, 70, 70, 64, 64, 64, 64]"
3602,31,"[72, 72, 72, 72, 36, 36, 36, 36, 56, 56, 56, 56, 66, 66, 66, 66, 24, 24, 24, 24, 38, 38, 38, 38, 38, 38, 38, 38, 53, 53, 53, 53, 41, 41, 41, 41]"
3603,82,"[98, 98, 98, 98, 92, 92, 92, 92, 25, 25, 25, 25, 2, 2, 2, 2, 86, 86, 86, 86, 66, 66, 66, 66, 67, 67, 67, 67, 59, 59, 59, 59, 5, 5, 5, 5]"
3604,39,"[80, 80, 80, 80, 79, 79, 79, 79, 93, 93, 93, 93, 39, 39, 39, 39, 13, 13, 13, 13, 71, 71, 71, 71, 45, 45, 45, 45, 36, 36, 36, 36, 93, 93, 93, 93]"
3605,35,"[32, 32, 32, 32, 2, 2, 2, 2, 37, 37, 37, 37, 52, 52, 52, 52, 34, 34, 34, 34, 20, 20, 20, 20, 20, 20, 20, 20, 22, 22, 22, 22, 20, 20, 20, 20]"
3606,88,"[72, 72, 72, 72, 17, 17, 17, 17, 92, 92, 92, 92, 46, 46, 46, 46, 73, 73, 73, 73, 55, 55, 55, 55, 68, 68, 68, 68, 26, 26, 26, 26, 89, 89, 89, 89]"
3607,59,"[60, 60, 60, 60, 44, 44, 44, 44, 0, 0, 0, 0, 50, 50, 50, 50, 42, 42, 42, 42, 82, 82, 82, 82, 37, 37, 37, 37, 2, 2, 2, 2, 12, 12, 12, 12]"
3608,17,"[31, 31, 31, 31, 28, 28, 28, 28, 4, 4, 4, 4, 23, 23, 23, 23, 71, 71, 71, 71, 99, 99, 99, 99, 77, 77, 77, 77, 54, 54, 54, 54, 56, 56, 56, 56]"
3609,56,"[20, 20, 20, 20, 48, 48, 48, 48, 20, 20, 20, 20, 2, 2, 2, 2, 14, 14, 14, 14, 8, 8, 8, 8, 81, 81, 81, 81, 68, 68, 68, 68, 31, 31, 31, 31]"
3610,48,"[15, 15, 15, 15, 16, 16, 16, 16, 8, 8, 8, 8, 78, 78, 78, 78, 2, 2, 2, 2, 72, 72, 72, 72, 28, 28, 28, 28, 36, 36, 36, 36, 47, 47, 47, 47]"
3611,59,"[6, 6, 6, 6, 89, 89, 89, 89, 20, 20, 20, 20, 37, 37, 37, 37, 3, 3, 3, 3, 23, 23, 23, 23, 8, 8, 8, 8, 74, 74, 74, 74, 63, 63, 63, 63]"
3612,31,"[62, 62, 62, 62, 18, 18, 18, 18, 42, 42, 42, 42, 52, 52, 52, 52, 91, 91, 91, 91, 47, 47, 47, 47, 75, 75, 75, 75, 88, 88, 88, 88, 40, 40, 40, 40]"
3613,30,"[84, 84, 84, 84, 85, 85, 85, 85, 59, 59, 59, 59, 23, 23, 23, 23, 24, 24, 24, 24, 42, 42, 42, 42, 35, 35, 35, 35, 32, 32, 32, 32, 43, 43, 43, 43]"
3614,40,"[66, 66, 66, 66, 80, 80, 80, 80, 19, 19, 19, 19, 38, 38, 38, 38, 85, 85, 85, 85, 32, 32, 32, 32, 76, 76, 76, 76, 90, 90, 90, 90, 38, 38, 38, 38]"
3615,19,"[89, 89, 89, 89, 32, 32, 32, 32, 87, 87, 87, 87, 68, 68, 68, 68, 21, 21, 21, 21, 6, 6, 6, 6, 29, 29, 29, 29, 39, 39, 39, 39, 26, 26, 26, 26]"
3616,96,"[8, 8, 8, 8, 95, 95, 95, 95, 25, 25, 25, 25, 16, 16, 16, 16, 59, 59, 59, 59, 78, 78, 78, 78, 47, 47, 47, 47, 98, 98, 98, 98, 93, 93, 93, 93]"
3617,38,"[71, 71, 71, 71, 94, 94, 94, 94, 88, 88, 88, 88, 21, 21, 21, 21, 49, 49, 49, 49, 22, 22, 22, 22, 57, 57, 57, 57, 21, 21, 21, 21, 99, 99, 99, 99]"
3618,0,"[29, 29, 29, 29, 98, 98, 98, 98, 93, 93, 93, 93, 36, 36, 36, 36, 32, 32, 32, 32, 14, 14, 14, 14, 14, 14, 14, 14, 40, 40, 40, 40, 41, 41, 41, 41]"
3619,11,"[93, 93, 93, 93, 4, 4, 4, 4, 77, 77, 77, 77, 26, 26, 26, 26, 80, 80, 80, 80, 49, 49, 49, 49, 4, 4, 4, 4, 83, 83, 83, 83, 76, 76, 76, 76]"
3620,25,"[33, 33, 33, 33, 73, 73, 73, 73, 100, 100, 100, 100, 87, 87, 87, 87, 56, 56, 56, 56, 35, 35, 35, 35, 96, 96, 96, 96, 48, 48, 48, 48, 60, 60, 60, 60]"
3621,43,"[38, 38, 38, 38, 65, 65, 65, 65, 12, 12, 12, 12, 40, 40, 40, 40, 71, 71, 71, 71, 46, 46, 46, 46, 79, 79, 79, 79, 39, 39, 39, 39, 54, 54, 54, 54]"
3622,94,"[44, 44, 44, 44, 31, 31, 31, 31, 94, 94, 94, 94, 98, 98, 98, 98, 60, 60, 60, 60, 74, 74, 74, 74, 35, 35, 35, 35, 63, 63, 63, 63, 48, 48, 48, 48]"
3623,82,"[28, 28, 28, 28, 2, 2, 2, 2, 40, 40, 40, 40, 7, 7, 7, 7, 41, 41, 41, 41, 28, 28, 28, 28, 68, 68, 68, 68, 40, 40, 40, 40, 74, 74, 74, 74]"
3624,29,"[81, 81, 81, 81, 38, 38, 38, 38, 62, 62, 62, 62, 41, 41, 41, 41, 84, 84, 84, 84, 18, 18, 18, 18, 44, 44, 44, 44, 30, 30, 30, 30, 77, 77, 77, 77]"
3625,67,"[88, 88, 88, 88, 44, 44, 44, 44, 87, 87, 87, 87, 25, 25, 25, 25, 7, 7, 7, 7, 96, 96, 96, 96, 53, 53, 53, 53, 94, 94, 94, 94, 6, 6, 6, 6]"
3626,90,"[32, 32, 32, 32, 6, 6, 6, 6, 81, 81, 81, 81, 20, 20, 20, 20, 58, 58, 58, 58, 35, 35, 35, 35, 96, 96, 96, 96, 19, 19, 19, 19, 92, 92, 92, 92]"
3627,33,"[6, 6, 6, 6, 90, 90, 90, 90, 98, 98, 98, 98, 35, 35, 35, 35, 79, 79, 79, 79, 91, 91, 91, 91, 74, 74, 74, 74, 43, 43, 43, 43, 86, 86, 86, 86]"
3628,42,"[25, 25, 25, 25, 97, 97, 97, 97, 52, 52, 52, 52, 3, 3, 3, 3, 15, 15, 15, 15, 99, 99, 99, 99, 47, 47, 47, 47, 26, 26, 26, 26, 33, 33, 33, 33]"
3629,94,"[31, 31, 31, 31, 57, 57, 57, 57, 93, 93, 93, 93, 68, 68, 68, 68, 14, 14, 14, 14, 14, 14, 14, 14, 17, 17, 17, 17, 83, 83, 83, 83, 24, 24, 24, 24]"
3630,16,"[8, 8, 8, 8, 1, 1, 1, 1, 34, 34, 34, 34, 11, 11, 11, 11, 94, 94, 94, 94, 68, 68, 68, 68, 38, 38, 38, 38, 70, 70, 70, 70, 39, 39, 39, 39]"
3631,41,"[25, 25, 25, 25, 38, 38, 38, 38, 100, 100, 100, 100, 51, 51, 51, 51, 25, 25, 25, 25, 79, 79, 79, 79, 63, 63, 63, 63, 72, 72, 72, 72, 33, 33, 33, 33]"
3632,83,"[47, 47, 47, 47, 33, 33, 33, 33, 41, 41, 41, 41, 37, 37, 37, 37, 42, 42, 42, 42, 72, 72, 72, 72, 100, 100, 100, 100, 30, 30, 30, 30, 82, 82, 82, 82]"
3633,22,"[72, 72, 72, 72, 7, 7, 7, 7, 94, 94, 94, 94, 3, 3, 3, 3, 37, 37, 37, 37, 25, 25, 25, 25, 34, 34, 34, 34, 60, 60, 60, 60, 58, 58, 58, 58]"
3634,38,"[25, 25, 25, 25, 77, 77, 77, 77, 91, 91, 91, 91, 100, 100, 100, 100, 88, 88, 88, 88, 14, 14, 14, 14, 26, 26, 26, 26, 58, 58, 58, 58, 13, 13, 13, 13]"
3635,2,"[45, 45, 45, 45, 36, 36, 36, 36, 54, 54, 54, 54, 9, 9, 9, 9, 87, 87, 87, 87, 76, 76, 76, 76, 72, 72, 72, 72, 43, 43, 43, 43, 25, 25, 25, 25]"
3636,59,"[30, 30, 30, 30, 0, 0, 0, 0, 2, 2, 2, 2, 64, 64, 64, 64, 84, 84, 84, 84, 57, 57, 57, 57, 99, 99, 99, 99, 8, 8, 8, 8, 84, 84, 84, 84]"
3637,4,"[96, 96, 96, 96, 0, 0, 0, 0, 25, 25, 25, 25, 34, 34, 34, 34, 47, 47, 47, 47, 32, 32, 32, 32, 29, 29, 29, 29, 76, 76, 76, 76, 86, 86, 86, 86]"
3638,89,"[98, 98, 98, 98, 62, 62, 62, 62, 42, 42, 42, 42, 60, 60, 60, 60, 100, 100, 100, 100, 90, 90, 90, 90, 33, 33, 33, 33, 86, 86, 86, 86, 64, 64, 64, 64]"
